TSNE1,TSNE2,Cluster
106.51375,2.6392584,4
9.725785,-37.656315,2
19.753782,65.79049,1
4.9033847,-18.926172,2
52.823654,-1.1549248,4
-30.294367,69.00896,3
-25.26544,-78.70293,2
39.87875,51.529327,1
45.87001,-54.781696,2
-4.5081577,-29.093153,2
19.753782,65.79049,1
18.937704,-10.445388,2
-2.5245261,-18.489,2
-14.779866,-54.506927,2
-39.41399,-28.14613,2
66.2612,31.368372,4
-18.61051,-56.96666,2
28.751425,-35.91406,2
8.544021,-75.07463,2
15.932246,-74.300514,2
-27.562542,-46.059517,2
-4.358643,-17.705774,2
20.891962,37.480534,2
51.578213,-52.200596,2
-39.521996,-32.764507,2
76.44377,-22.73604,4
-34.66568,4.8082104,2
-38.105034,48.518253,2
-2.7678416,-51.520786,2
-65.251396,-5.6983337,2
-2.3862858,-42.363144,2
48.99134,-6.2809668,4
-3.014785,-33.05367,2
38.121002,-23.715439,2
45.117718,-41.768074,2
-33.6844,-59.318058,2
45.87514,-48.79644,2
-92.29966,18.104565,0
19.753782,65.79049,1
8.24989,24.980497,2
-43.38659,13.083812,2
53.478527,-38.1201,2
-12.785518,1.8716564,2
11.8649435,-89.804565,2
37.508118,18.043076,4
38.52136,8.620615,4
-40.38961,-12.522795,2
-13.186048,-36.10864,2
38.618332,50.908573,1
24.763313,-8.280531,2
11.492856,47.910694,2
69.50156,35.91969,4
86.3383,35.448772,4
33.737743,-19.963753,2
4.7984085,-68.38949,2
-15.519173,-28.16938,2
-5.6928496,28.49164,2
-52.491096,39.45637,3
-36.327908,15.876577,2
19.531721,66.932076,1
28.494722,23.091158,2
45.033978,-22.157526,2
35.530643,-27.74549,2
-17.702524,-54.431595,2
65.95623,0.62167805,4
57.55653,-41.379444,2
8.302965,-73.01251,2
26.79485,24.049412,2
-29.451654,44.129517,2
-21.346466,-80.21528,2
103.50742,-5.2710586,4
33.186943,-26.180674,2
74.57908,19.012089,4
-7.6182017,-55.225502,2
46.013775,-43.306976,2
-33.17242,71.6958,3
48.304638,-60.66159,2
-6.400185,-50.742966,2
-61.057316,45.153675,3
61.321556,6.9883804,4
12.924585,-24.002504,2
-36.685925,69.32302,3
-11.32832,33.06584,2
-8.85536,-21.654837,2
-44.00868,-47.117344,2
43.492188,-30.682692,2
12.95349,-34.568184,2
33.509403,5.0701156,2
61.594875,-1.0203592,4
-14.134214,71.87477,3
-51.647938,32.42202,2
-46.140194,33.37511,2
-30.13623,46.76865,2
20.22653,63.573486,1
1.7157937,-34.894653,2
-29.479368,-22.999514,2
73.17793,-22.703459,4
-23.275276,-25.594086,2
37.203224,-75.1581,2
-14.47534,-42.752644,2
34.426167,-18.378902,2
11.576655,-83.34869,2
37.547028,8.4986925,4
-6.389009,-50.795998,2
20.818619,-45.835926,2
-25.153944,-71.143105,2
67.00285,-1.9471179,4
-26.278095,-86.10045,2
50.337944,-44.344723,2
0.33092952,-42.167873,2
18.362314,63.38176,1
74.30111,-22.546345,4
48.80052,-13.056423,4
-32.755337,-57.13514,2
-33.316986,77.513885,3
56.17557,-6.59721,4
95.570984,15.228058,4
70.661835,-23.443338,4
1.3752608,-70.76822,2
-14.943014,-69.41731,2
-26.584051,-47.73577,2
-38.902905,58.810352,3
-15.058235,1.513093,2
90.05447,-26.885094,4
-20.252853,-0.9470325,2
-28.478474,-20.729633,2
84.16781,-24.905651,4
39.65465,-52.438095,2
62.822834,-6.196085,4
-2.9640348,24.307352,2
63.683784,5.401716,4
33.054214,6.170002,2
-34.15806,-52.245953,2
-34.78419,-51.66267,2
18.779638,-77.49619,2
-13.959698,-77.592834,2
-31.449232,-8.464058,2
55.697037,-13.974189,4
91.03248,-27.707699,4
86.395386,-22.336279,4
-31.241232,-60.78437,2
13.533026,5.3423004,2
68.3156,8.279822,4
21.942621,25.672144,2
87.811646,37.905838,4
-20.201454,-82.258194,2
58.739246,-41.668594,2
70.681526,2.0546463,4
20.626345,-80.38507,2
61.571373,-1.054038,4
-29.835623,51.186802,2
-12.651669,46.11022,2
47.394466,-58.49038,2
39.61743,50.73323,1
37.766872,16.218851,4
-35.001728,-16.983774,2
36.27205,-16.583776,2
43.32696,10.054669,4
-10.207889,-14.318735,2
-26.061588,-70.759705,2
-41.310226,-38.43531,2
40.38372,49.01504,1
-35.55857,-25.257603,2
-63.07237,-15.906281,2
7.9550934,-19.621414,2
46.475998,-27.13774,2
19.753782,65.79049,1
19.940063,9.466986,2
-37.167973,7.8453484,2
14.069491,21.370762,2
-14.355742,4.855537,2
103.94566,-3.9899495,4
58.67011,-17.265598,4
16.58213,-76.81383,2
66.11044,11.548465,4
-21.593561,-10.624202,2
-5.1214356,28.673578,2
15.417074,-5.1206155,4
-68.196304,9.590551,0
3.0177093,-21.298567,2
54.17312,-40.47149,2
-15.307904,-13.698777,2
6.727912,-4.678071,4
27.68954,-67.942635,2
-96.08043,13.824659,0
-29.97116,62.084023,3
-14.898425,58.50836,3
-44.568344,41.61025,3
-56.305428,-17.166393,2
-76.21403,-2.737635,2
70.05145,-1.265509,4
-41.181427,-13.920721,2
-10.587894,-14.619149,2
-26.884722,5.8607717,2
-13.399235,60.167522,3
-43.040695,-48.56695,2
-69.901,-5.233044,2
28.379587,-39.969948,2
58.168835,58.22159,1
-12.68482,2.837343,2
-39.569485,-30.97436,2
55.887333,19.591314,4
7.3572583,-79.959854,2
-9.408437,5.268511,2
14.573174,37.246483,2
-64.35957,1.8545024,2
29.977407,-2.3366573,2
-7.9685864,17.422201,2
20.863695,10.818771,2
7.7816033,-74.66326,2
-34.545856,57.298634,2
61.163902,43.819714,4
-90.731415,16.155878,0
19.753782,65.79049,1
-27.571959,-31.608702,2
5.1038523,6.7882853,2
-57.09277,35.108902,3
-5.4867706,-54.326473,2
53.14976,18.590496,4
3.1826885,-55.133427,2
26.39214,-31.250874,2
68.537964,-58.6104,2
-83.7346,9.511531,0
-35.332752,55.76516,2
3.3229017,22.567577,2
103.264,-9.347296,4
72.77717,-51.364075,2
-64.4944,-27.071865,2
-4.0924053,-23.342258,2
22.648045,-13.197638,2
-11.841854,17.631193,2
43.78107,-22.499268,2
-12.865996,-3.0300515,2
19.753782,65.79049,1
-25.567173,-73.89388,2
11.1405525,-8.077628,2
-41.030846,-45.61011,2
106.31975,-0.5642614,4
65.72829,-29.708822,2
-19.19545,18.353786,2
36.881958,0.006925113,2
-0.47603288,-56.022476,2
-40.61045,-43.43512,2
11.3450985,-39.030277,2
19.753782,65.79049,1
101.441025,11.024467,4
-40.943657,-57.0866,2
22.952219,-42.409637,2
-45.4516,26.860813,2
-72.236435,-29.176643,2
-16.862057,-60.3254,2
35.394054,-15.751893,2
-39.84428,-56.097424,2
69.20117,-0.7025568,4
11.008,-87.75922,2
-43.38356,-42.354588,2
-10.306894,-5.1354914,2
-10.576938,-14.875702,2
36.41954,-73.37808,2
-38.620773,-76.8562,2
44.294613,-48.617203,2
76.5482,-60.104954,2
0.14978872,-74.52719,2
-36.07458,58.478897,2
75.66748,-59.136272,2
53.49336,-37.37521,2
-13.718433,19.059782,2
19.66575,-31.297003,2
-36.99479,55.008774,2
-87.889175,21.37138,0
-3.9452944,29.04143,2
-71.95954,-7.7346215,2
-45.790863,32.862003,2
17.66394,-74.01328,2
104.167786,8.487648,4
-15.750108,22.126535,2
-69.73835,-4.658603,2
44.3529,-4.225244,4
-42.97084,36.1918,3
15.790619,-77.610214,2
4.7364883,-5.1026444,2
-20.792671,4.6143036,2
-33.564663,-44.33981,2
69.59769,36.789135,4
-11.76487,-14.584551,2
55.180645,8.058091,4
-35.73596,72.9145,3
18.759012,-77.45944,2
69.97012,-23.884586,4
30.988037,3.0656843,2
-39.49534,14.927224,2
-12.486209,-39.382515,2
74.525085,19.028519,4
6.038001,-4.167651,2
40.852524,-16.142313,2
-21.757923,61.356316,3
8.316423,-73.43134,2
19.753782,65.79049,1
39.277218,-22.37008,2
-20.869259,-42.556274,2
19.23857,64.262405,1
56.57792,-41.159817,2
29.999374,-1.7505528,2
-8.492373,-1.8133372,2
-29.23991,-65.255356,2
1.3502346,-35.49003,2
-30.582664,-14.130307,2
0.7410452,33.276157,2
5.043061,38.230827,2
90.587555,-27.58527,4
-61.27228,-18.410032,2
-40.710526,-31.472984,2
0.39825836,36.86473,2
-22.179638,56.84076,3
-30.8318,-64.069565,2
22.583605,2.6036234,2
51.620514,81.1735,1
-5.0242543,-25.3204,2
50.933956,-53.04462,2
-22.525074,1.3979172,2
68.78701,3.9211733,4
-27.819973,-68.21689,2
-28.002197,-65.86144,2
11.236198,16.316803,2
-5.552608,23.699223,2
-80.23461,17.82462,0
4.1638494,-7.0894685,2
-37.121773,-75.48825,2
-39.726433,4.839202,2
-67.32056,9.63307,2
65.30556,-0.9029161,4
-87.94581,-4.1238284,2
8.207121,-68.12626,2
-66.68964,14.28665,0
4.5562,11.463089,2
35.613026,-23.429726,2
19.23857,64.262405,1
60.03564,-12.259292,4
60.92295,-42.515347,2
50.89154,-53.903667,2
-25.027348,-68.97325,2
-0.69998014,-56.6156,2
-56.69486,45.017235,3
2.2383883,12.724208,2
12.793046,-31.792202,2
-43.35809,41.53708,3
-39.897038,-15.409526,2
44.28479,-29.408285,2
18.239447,-22.10874,2
-21.880281,14.658063,2
1.819828,-72.73223,2
-68.22193,-22.117676,2
55.436245,-12.122146,4
28.915737,-68.15899,2
-31.864964,-14.7465515,2
-71.815025,-25.341558,2
53.116222,-40.11005,2
62.953247,-43.69672,2
38.57426,-77.909325,2
16.6666,-47.733902,2
-31.770967,-6.1905413,2
87.65175,-26.069862,4
20.709143,-73.773315,2
65.036766,21.788078,4
-15.543345,11.417995,2
-37.28438,8.167741,2
36.737537,7.0164847,2
53.90114,-18.460537,2
-11.333005,34.75862,2
33.88378,-2.7697968,4
82.07482,-24.203508,4
-13.426134,72.451035,3
-30.64097,-81.67837,2
-25.945116,-50.279297,2
-86.43172,6.482338,0
79.75781,25.38492,4
39.61743,50.73323,1
51.620514,81.1735,1
-96.76894,14.128787,0
67.190605,-1.16765,4
-23.971508,-26.331352,2
-23.726059,-11.916277,2
-42.507885,46.063465,3
10.187945,-84.71062,2
33.8472,-70.60203,2
-77.51204,-13.853045,2
50.06187,-39.287117,2
-25.051565,-13.629239,2
-43.637676,20.515415,2
-19.834309,-27.937853,2
-7.615094,3.5801916,2
75.28539,14.541216,4
69.21143,-58.316868,2
9.931545,-83.79333,2
51.620514,81.1735,1
89.99952,34.340897,4
46.63131,-56.99881,2
1.5836328,57.69874,2
-27.878819,7.6812825,2
-3.5598304,-83.97392,2
-68.72265,2.805445,2
-17.618198,-81.812515,2
-20.290497,-11.872959,2
48.43407,79.983925,1
74.29185,18.991173,4
-38.980114,-46.941822,2
-23.816166,-7.513403,2
2.3608358,-8.859063,2
-36.42731,-39.373024,2
9.545945,-9.1876,2
-25.341707,-19.681381,2
82.07502,-24.202915,4
-35.115677,-45.243584,2
59.747456,-41.320282,2
1.3400694,13.314461,2
18.587084,5.1041303,2
-32.668427,77.68312,3
-57.925026,-17.870422,2
-37.733078,-37.32526,2
65.21184,-1.0785238,4
-31.657717,63.1288,3
-41.49002,-38.668846,2
35.06389,-10.296057,2
-40.272255,-7.7549376,2
60.80682,38.56385,4
-21.124111,61.042625,3
-31.747671,-9.963178,2
-20.925272,3.9259818,2
68.1662,-25.54011,4
-65.68934,-24.362583,2
-81.762924,-11.832606,2
-31.247732,-57.72612,2
-18.416796,-81.247284,2
7.7661195,-74.33032,2
18.703613,-81.96964,2
-84.72382,27.234856,0
37.56672,-76.01269,2
37.82729,-76.66731,2
-9.053525,28.121801,2
-18.391136,-75.81878,2
11.884627,17.700804,2
-39.01513,-13.955794,2
19.753782,65.79049,1
-18.19967,23.69368,2
-43.908806,10.525329,2
-13.645132,-14.290143,2
61.561333,45.22888,4
-54.292698,4.8022633,2
-61.95753,8.51316,2
-72.22336,-25.953602,2
31.91222,-2.6786468,2
72.43766,21.238136,4
102.14026,-0.51611775,4
-41.774723,14.25413,2
-28.561464,-34.851864,2
-55.530125,40.96292,3
-34.54073,-20.936317,2
26.899303,-10.445519,2
-40.04677,-28.35683,2
79.759285,25.390236,4
0.2548203,-37.57169,2
-0.0637315,10.5859,2
26.322617,-20.919395,2
27.599081,-40.40514,2
-40.786816,45.036484,2
59.978146,7.4410543,4
-87.32096,-9.345284,2
19.23857,64.262405,1
-37.29209,-48.49416,2
-13.864151,-84.19042,2
35.971874,-9.37408,2
-97.77974,10.660343,0
2.3722377,-42.513477,2
-94.65753,17.576582,0
-14.190435,-1.3688989,2
-25.237606,52.47939,2
-54.981476,46.144928,3
76.191574,-59.111755,2
83.32944,-24.61903,4
-22.56384,3.1274567,2
-43.14338,26.732784,2
50.804714,-52.60274,2
-6.7709036,43.833855,2
1.1885824,-79.46066,2
-14.084286,-77.903015,2
30.203787,18.235577,2
-33.600105,17.053528,2
35.370457,-72.03633,2
-36.764046,42.29788,2
-40.911297,-6.7178583,2
5.6917114,-18.880592,2
-24.913038,1.0598339,2
-17.286432,1.6785544,2
-17.735664,29.519468,2
-18.278255,13.372378,2
47.14279,10.315734,4
76.1368,-58.963943,2
14.797216,-32.935406,2
19.753782,65.79049,1
10.087439,-84.33445,2
-62.852863,45.643482,3
-22.922228,-10.24667,2
19.753782,65.79049,1
-36.466232,-20.9674,2
50.704067,-56.193813,2
61.52871,-42.891075,2
1.6938776,-49.963062,2
2.5072448,-33.77948,2
-79.11268,1.3910805,2
-27.34597,-40.36619,2
-36.960373,17.007864,2
18.206448,62.755497,1
-25.154795,-68.19253,2
-57.91843,14.706087,2
19.753782,65.79049,1
-36.75276,-25.923481,2
-62.178,44.761868,3
-3.2980366,-53.178825,2
-3.9074197,-25.198492,2
73.130196,-51.840923,2
-0.56944066,60.66642,2
-0.9992303,-76.14967,2
-88.613464,-1.6963935,0
-78.3875,28.671663,0
66.102875,15.545995,4
-17.161203,-60.57003,2
104.80527,-5.65749,4
69.045845,-33.286922,4
-6.9625936,-59.621048,2
-38.576794,-18.143469,2
-18.977169,-43.921047,2
34.257843,-33.11339,2
1.5824062,33.005985,2
-28.058527,10.758128,2
0.8747995,-33.743153,2
13.369663,38.26855,2
-31.412819,-73.37636,2
-35.81064,0.19214568,2
15.319185,-11.951531,2
-39.784325,-13.305927,2
70.41144,3.531636,4
-35.340034,-20.741362,2
75.87062,-59.76246,2
1.516981,-34.86282,2
-33.82264,-79.93063,2
-22.890879,62.149376,3
51.541557,-52.478233,2
14.559392,-7.4936857,2
-24.634726,-72.16916,2
-84.60446,-4.1916766,2
-26.820454,-82.76819,2
56.171925,-6.7411423,4
1.9238083,-2.3127632,2
44.72543,-61.242367,2
35.023552,-71.7588,2
-9.9890175,-16.078697,2
39.043335,-27.554605,2
-30.510475,-27.47578,2
10.622879,-86.35984,2
18.308498,63.35471,1
-28.864414,-80.06828,2
14.15822,-32.50678,2
-16.469294,25.64634,2
46.31084,-19.357872,2
11.283484,-88.49535,2
15.299754,-32.47747,2
-1.8598135,-27.830008,2
-40.130848,19.395254,2
-36.239155,-25.401697,2
-37.20364,7.922031,2
18.206448,62.755497,1
22.454607,9.59731,2
90.58281,-27.319204,4
25.645884,-35.262577,2
81.18558,-23.939104,4
-33.49241,23.142317,2
38.01481,-77.48251,2
-16.61701,-56.697853,2
98.03092,13.205623,4
-0.9047048,-85.6685,2
40.613808,-16.124195,2
-27.205904,-49.950138,2
-20.776949,-42.44216,2
-11.307795,6.510783,2
75.55978,-57.90125,2
-11.222629,-58.242138,2
40.558643,-55.69093,2
3.5499396,22.374022,2
39.066757,52.092705,1
45.94787,-43.032738,2
3.9212284,26.490692,2
-32.10554,53.73191,2
62.540073,13.736776,4
70.1518,3.5446029,4
-65.51679,-26.340101,2
-75.38668,-24.920437,2
64.65729,20.004143,4
-86.53106,-5.5710583,2
78.47323,-23.116716,4
89.76904,33.174423,4
-30.695772,68.812836,3
-3.4670832,67.37721,3
-30.602392,-65.613945,2
7.552977,-73.846954,2
32.434086,-32.215794,2
-17.957685,13.261496,2
-86.32246,21.7986,0
-34.21954,21.668316,2
-15.520849,-87.4436,2
81.42006,-23.103195,4
25.27763,-0.8134101,2
19.0284,62.845448,1
-15.506849,-87.49984,2
-84.56828,1.8466752,2
-89.47758,39.559055,0
-21.07363,37.011417,2
55.623783,-6.2961965,4
0.43385974,-83.70944,2
-40.151436,15.769692,2
87.348816,35.60253,4
3.1362884,-34.38157,2
-23.692162,-75.232635,2
-40.702763,-11.350191,2
19.23857,64.262405,1
14.843341,-21.415615,2
90.8816,-27.583874,4
86.48591,-25.61586,4
2.1879554,22.567871,2
-21.990778,-40.905174,2
67.98319,-46.267475,2
26.01471,-31.62469,2
-91.24629,17.874855,0
-40.903885,-57.079834,2
-20.020884,14.39223,2
55.180607,7.9622517,4
56.99401,-4.6743264,4
-9.303043,-14.241351,2
